iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,greenhouse_gas_emissions,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
IND,India,1970,-2.272,-10.898,-25.315,-2.145,1.279,1.0,-2.198,-17.041,,,,,,,,,,-5.215,57.611,-24.032,436.809,,786.775,468.881,844.542,,,,,,30.436,1.308,,,0.0,30.436,0.0,0.0,,,1.013,1365.674,-3.387,88.37,-23.486,670.029,1206.847,,,748744000000.0,,33.37,0.835,1.583,6.328,,11.399,6.328,11.399,,6.052,11.151,4.825,84.546,54.822,152.282,,31.745,57.178,7.885,11.63,6.445,88.179,158.827,,,,80.488,0.479,1.62,3.634,2.356,6.545,,-0.455,29.925,-1.037,226.891,,408.674,79.189,142.634,,0.0,,0.0,0.0,0.0,,,0.0,,555189824.0,758.208,54.822,,6.052,11.151,4.825,84.546,152.282,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1971,-2.543,-11.923,5.969,0.378,5.522,4.373,3.975,30.137,,,,,,,,,,1.388,56.177,6.063,442.872,,779.886,456.958,804.691,,,,,,33.384,0.972,,,0.0,33.384,0.0,0.0,,,1.043,1388.255,3.415,87.894,22.882,692.911,1220.198,,,755656000000.0,,5.969,0.851,0.378,6.706,,11.809,6.706,11.809,,9.685,11.763,8.188,92.734,58.789,163.302,,34.356,60.501,8.228,12.106,7.255,95.435,168.058,,,,-25.676,0.343,-0.933,2.701,1.712,4.756,,7.246,30.866,16.441,243.332,,428.502,83.562,147.15,,0.0,,0.0,0.0,0.0,,,0.0,,567868032.0,788.345,58.789,,9.685,11.763,8.188,92.734,163.302,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1972,5.338,24.393,9.688,0.65,2.617,2.186,5.283,41.651,,,,,,,,,,5.602,56.348,24.811,467.683,,804.842,481.351,828.363,,,,,,32.403,0.924,,,0.0,32.403,0.0,0.0,,,1.101,1428.351,6.424,88.846,44.511,737.423,1269.04,,,753543000000.0,,9.688,0.886,0.65,7.356,,12.659,7.356,12.659,,-2.939,10.844,-2.725,90.009,55.763,154.897,,33.327,57.352,-2.997,11.154,-2.86,92.574,159.312,,,,-5.0,0.309,-0.135,2.566,1.59,4.415,,7.829,31.613,19.051,262.383,,451.539,85.748,147.565,,0.0,,0.0,0.0,0.0,,,0.0,,581087232.0,829.996,55.763,,-2.939,10.844,-2.725,90.009,154.897,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1973,2.924,14.073,-0.262,-0.019,-2.374,-2.035,2.051,17.027,,,,,,,,,,-1.333,54.479,-6.234,461.449,,775.846,495.424,832.968,,,,,,34.507,1.953,,,0.0,34.507,0.0,0.0,,,1.074,1424.118,1.129,88.043,8.323,745.746,1253.839,,,788800000000.0,,-0.262,0.866,-0.019,7.337,,12.335,7.337,12.335,,6.492,11.316,5.843,95.852,58.017,161.158,,36.46,61.301,9.402,11.957,8.704,101.278,170.281,,,,111.483,0.641,2.86,5.426,3.284,9.123,,5.555,32.698,14.576,276.959,,465.658,83.713,140.748,,0.0,,0.0,0.0,0.0,,,0.0,,594770112.0,847.023,58.017,,6.492,11.316,5.843,95.852,161.158,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1974,8.003,39.649,13.185,0.967,4.057,3.396,6.01,50.907,,,,,,,,,,12.874,58.006,59.407,520.856,,855.542,535.073,878.895,,,,,,33.203,1.799,,,0.0,33.203,0.0,0.0,,,1.127,1474.911,7.37,89.172,54.958,800.704,1315.211,,,796992000000.0,,13.185,0.925,0.967,8.304,,13.64,8.304,13.64,,-3.778,10.271,-3.621,92.23,54.538,151.495,,35.002,57.493,-4.0,10.828,-4.051,97.227,159.702,,,,-7.919,0.556,-0.43,4.996,2.954,8.207,,-1.956,30.241,-5.416,271.543,,446.028,87.109,143.082,,0.0,,0.0,0.0,0.0,,,0.0,,608802624.0,897.93,54.538,,-3.778,10.271,-3.621,92.23,151.495,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1975,14.041,75.131,28.021,2.327,10.587,9.223,7.444,66.844,,,,,,,,,,7.497,58.035,39.05,559.906,,898.578,610.205,979.3,,,,,,39.669,2.143,,,0.0,39.669,0.0,0.0,,,1.111,1548.339,5.986,87.962,47.927,848.631,1361.943,,,868010000000.0,,28.021,1.102,2.327,10.631,,17.061,10.631,17.061,,19.473,11.421,17.96,110.19,63.663,176.842,,41.812,67.103,19.457,12.038,18.918,116.144,186.397,,,,19.165,0.617,0.958,5.954,3.44,9.555,,2.412,28.825,6.55,278.093,,446.304,96.331,154.599,,0.0,,0.0,0.0,0.0,,,0.0,,623102848.0,964.774,63.663,,19.473,11.421,17.96,110.19,176.842,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1976,5.177,31.588,21.48,2.284,4.539,4.373,4.88,47.084,,,,,,,,,,4.131,57.62,23.129,583.035,,914.379,641.793,1006.529,,,,,,41.498,2.656,,,0.0,41.498,0.0,0.0,,,1.152,1586.905,4.782,87.879,40.578,889.209,1394.552,,,878540000000.0,,21.48,1.276,2.284,12.914,,20.254,12.914,20.254,,4.612,11.392,5.082,115.273,65.082,180.783,,44.154,69.247,5.602,12.121,6.506,122.651,192.354,,,,23.918,0.729,1.424,7.378,4.166,11.571,,5.454,28.982,15.166,293.259,,459.92,100.704,157.935,,0.0,,0.0,0.0,0.0,,,0.0,,637630080.0,1011.858,65.082,,4.612,11.392,5.082,115.273,180.783,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1977,-0.592,-3.798,6.801,0.878,17.623,17.747,5.755,58.237,,,,,,,,,,4.684,57.037,27.311,610.346,,935.528,637.995,977.906,,,,,,45.277,1.852,,,0.0,45.277,0.0,0.0,,,1.13,1640.222,5.62,87.766,49.975,939.184,1439.563,,,947196000000.0,,6.801,1.289,0.878,13.793,,21.141,13.793,21.141,,9.105,11.753,10.496,125.769,69.399,192.776,,47.128,72.238,6.736,12.234,8.262,130.913,200.66,,,,-30.283,0.481,-2.234,5.144,2.838,7.884,,7.429,29.441,21.785,315.044,,482.894,118.452,181.56,,0.0,,0.0,0.0,0.0,,,0.0,,652408768.0,1070.095,69.399,,9.105,11.753,10.496,125.769,192.776,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1978,1.258,8.029,11.689,1.612,10.663,12.63,3.801,40.675,,,,,,,,,,-3.225,53.176,-19.682,590.664,,884.891,646.024,967.826,,,,,,56.175,2.263,,,0.0,56.175,0.0,0.0,,,1.113,1664.076,0.986,85.386,9.261,948.444,1420.891,,,997920000000.0,,11.689,1.387,1.612,15.405,,23.078,15.405,23.078,,24.07,14.048,30.273,156.042,84.157,233.771,,58.438,87.547,23.997,14.614,31.415,162.327,243.187,,,,22.196,0.566,1.142,6.285,3.39,9.416,,8.675,30.823,27.331,342.375,,512.921,131.082,196.377,,0.0,,0.0,0.0,0.0,,,0.0,,667499840.0,1110.77,84.157,,24.07,14.048,30.273,156.042,233.771,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1979,1.884,12.171,24.367,3.754,13.912,18.236,5.612,62.341,,,,,,,,,,6.235,53.49,36.829,627.493,,918.737,658.195,963.688,,,,,,54.169,2.347,,,0.0,54.169,0.0,0.0,,,1.238,1717.597,7.136,86.618,67.681,1016.125,1487.748,,,947528000000.0,,24.367,1.633,3.754,19.159,,28.051,19.159,28.051,,-3.572,12.826,-5.573,150.468,79.31,220.307,,56.515,82.746,-3.29,13.382,-5.34,156.987,229.851,,,,3.711,0.556,0.233,6.519,3.436,9.544,,7.915,31.495,27.098,369.473,,540.96,149.318,218.622,,0.0,,0.0,0.0,0.0,,,0.0,,682995392.0,1173.111,79.31,,-3.572,12.826,-5.573,150.468,220.307,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1980,-17.895,-117.786,-40.857,-7.828,-26.793,-40.007,3.018,35.406,,,,,,,,,,5.111,54.576,32.072,659.565,,943.648,540.409,773.17,,,,,,55.441,2.448,,,0.0,55.441,0.0,0.0,,,1.191,1729.039,3.109,86.694,31.588,1047.713,1498.975,,,1015105000000.0,,-40.857,0.938,-7.828,11.331,,16.211,11.331,16.211,,2.35,12.743,3.536,154.004,79.321,220.335,,57.89,82.824,2.432,13.306,3.818,160.805,230.065,,,,4.331,0.563,0.282,6.801,3.503,9.73,,1.988,31.18,7.343,376.816,,539.116,109.31,156.392,,0.0,,0.0,0.0,0.0,,,0.0,,698952832.0,1208.517,79.321,,2.35,12.743,3.536,154.004,220.335,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1981,37.256,201.335,74.581,8.451,59.325,64.849,10.76,130.032,,,,,,,,,,12.52,55.444,82.578,742.142,,1037.404,741.744,1036.846,,,,,,59.083,2.466,,,0.0,59.083,0.0,0.0,,,1.242,1871.089,11.441,87.227,119.867,1167.58,1632.101,,,1077444000000.0,,74.581,1.478,8.451,19.782,,27.652,19.782,27.652,,6.568,12.261,10.116,164.119,82.589,229.414,,61.549,86.036,6.321,12.773,10.165,170.97,238.99,,,,0.722,0.512,0.049,6.85,3.447,9.575,,7.653,30.306,28.839,405.655,,567.045,174.159,243.448,,0.0,,0.0,0.0,0.0,,,0.0,,715385024.0,1338.549,82.589,,6.568,12.261,10.116,164.119,229.414,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1982,-1.011,-7.499,31.103,6.153,32.761,57.057,-0.864,-11.564,,,,,,,,,,-1.11,55.306,-8.238,733.904,,1002.274,734.245,1002.739,,,,,,49.86,2.157,,,0.0,49.86,0.0,0.0,,,1.194,1812.228,1.277,89.111,14.915,1182.496,1614.903,,,1111560000000.0,,31.103,1.954,6.153,25.935,,35.418,25.935,35.418,,-15.611,10.437,-25.62,138.499,68.092,189.145,,52.016,71.037,-15.488,10.889,-26.48,144.49,197.326,,,,-12.545,0.451,-0.859,5.991,2.945,8.181,,4.191,31.851,17.001,422.656,,577.211,231.216,315.766,,0.0,,0.0,0.0,0.0,,,0.0,,732239488.0,1326.985,68.092,,-15.611,10.437,-25.62,138.499,189.145,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1983,5.801,42.592,18.983,4.923,27.539,63.674,5.22,69.272,,,,,,,,,,6.151,55.795,45.144,779.048,,1039.523,776.837,1036.572,,,,,,48.043,3.076,,,0.0,48.043,0.0,0.0,,,1.161,1863.094,6.069,89.83,71.764,1254.26,1673.621,,,1202349000000.0,,18.983,2.21,4.923,30.858,,41.175,30.858,41.175,,-3.643,9.558,-5.045,133.454,64.107,178.074,,51.119,68.211,-1.725,10.17,-2.492,141.998,189.475,,,,42.623,0.612,2.553,8.544,4.104,11.401,,5.133,31.825,21.697,444.353,,592.923,294.89,393.487,,0.0,,0.0,0.0,0.0,,,0.0,,749428928.0,1396.257,64.107,,-3.643,9.558,-5.045,133.454,178.074,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1984,4.921,38.228,14.527,4.483,11.193,33.006,6.79,94.8,,,,,,,,,,5.04,54.881,39.263,818.311,,1067.131,815.065,1062.897,,,,,,53.682,4.039,,,0.0,53.682,0.0,0.0,,,1.194,1944.434,6.096,89.247,76.46,1330.72,1735.344,,,1248910000000.0,,14.527,2.37,4.483,35.341,,46.086,35.341,46.086,,11.738,10.001,15.664,149.118,70.005,194.459,,57.722,75.273,12.916,10.753,18.341,160.338,209.092,,,,31.322,0.753,2.676,11.22,5.268,14.632,,7.362,31.995,32.714,477.067,,622.127,327.896,427.598,,0.0,,0.0,0.0,0.0,,,0.0,,766833408.0,1491.057,70.005,,11.738,10.001,15.664,149.118,194.459,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
IND,India,1985,3.269,26.645,22.319,7.888,7.122,23.353,5.61,83.651,,,,,,,,,62.257,4.776,54.448,39.086,857.397,147.941,1093.118,841.709,1073.116,,,116.039,130.065,2.158,51.813,4.508,11.868,,0.0,51.813,0.0,0.0,186.386,,1.213,2007.634,6.579,90.065,87.543,1418.262,1808.178,165.823,69.783,1298600000000.0,1.158,22.319,2.745,7.888,43.228,2.751,55.113,43.228,55.113,27.799,-3.482,9.14,-5.193,143.925,66.058,183.494,30.217,56.321,71.805,-2.427,9.935,-3.892,156.447,199.458,,,2.419,11.597,0.795,1.301,12.522,5.747,15.964,6.367,8.504,32.872,40.569,517.636,15.131,659.947,351.249,447.816,,0.0,,0.0,0.0,0.0,,0.0,0.0,237.628,784360000.0,1574.708,66.058,27.799,-3.482,9.14,-5.193,143.925,183.494,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IND,India,1986,7.57,63.717,39.724,17.172,4.702,16.515,7.059,111.162,,,,,,,,,64.093,7.446,54.645,63.843,921.24,161.978,1148.715,905.426,1128.995,,,129.902,145.088,3.682,52.569,5.02,11.504,,0.0,52.569,0.0,0.0,202.677,,1.246,2102.147,7.589,90.511,107.639,1525.901,1902.678,180.913,71.586,1353105000000.0,1.817,39.724,3.583,17.172,60.4,4.591,75.314,60.4,75.314,25.937,1.459,8.662,2.099,146.024,65.549,182.081,28.414,57.589,71.809,2.252,9.489,3.523,159.97,199.47,,,2.477,11.373,0.827,1.424,13.946,6.26,17.389,5.676,5.143,32.284,26.624,544.259,14.345,678.649,367.764,458.573,,0.0,,0.0,0.0,0.0,,0.0,0.0,252.723,801975232.0,1685.87,65.549,25.937,1.459,8.662,2.099,146.024,182.081,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IND,India,1987,9.615,87.058,15.193,9.177,-2.966,-10.909,6.4,107.891,,,,,,,,,68.315,9.812,56.397,90.39,1011.63,186.414,1234.174,992.484,1210.816,,,152.8,169.386,4.235,48.963,5.321,12.351,,0.0,48.963,0.0,0.0,223.669,,1.27,2188.362,7.672,91.594,117.074,1642.975,2004.405,206.648,75.73,1412884000000.0,1.893,15.193,3.879,9.177,69.577,5.167,84.883,69.577,84.883,21.891,-6.86,7.582,-10.017,136.007,59.734,165.927,24.27,54.283,66.225,-5.74,8.406,-9.183,150.788,183.959,,,2.379,5.986,0.824,0.835,14.78,6.491,18.032,5.522,3.217,31.318,17.507,561.767,15.068,685.348,356.855,435.358,,0.0,,0.0,0.0,0.0,,0.0,0.0,272.873,819682112.0,1793.761,59.734,21.891,-6.86,7.582,-10.017,136.007,165.927,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IND,India,1988,6.313,62.651,17.143,11.928,5.221,18.631,8.83,158.39,,,,,,,,,68.244,7.308,55.608,73.928,1085.557,196.635,1296.237,1055.136,1259.91,,,164.676,180.613,3.604,54.615,6.077,12.333,,0.0,54.615,0.0,0.0,241.305,,1.251,2331.013,8.557,91.364,140.59,1783.564,2129.708,215.665,74.849,1560090000000.0,1.494,17.143,4.175,11.928,81.505,4.303,97.323,81.505,97.323,22.633,11.544,7.771,15.701,151.708,65.214,181.151,25.151,60.692,72.47,11.805,8.636,17.8,168.588,201.307,,,2.518,14.203,0.865,2.099,16.88,7.256,20.156,5.111,9.743,31.581,54.734,616.501,14.727,736.148,375.486,448.358,,0.0,,0.0,0.0,0.0,,0.0,0.0,288.136,837468928.0,1952.151,65.214,22.633,11.544,7.771,15.701,151.708,181.151,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IND,India,1989,8.747,92.292,18.894,15.4,6.699,25.156,9.203,179.666,,,,,,,,,67.894,8.694,55.349,94.384,1179.941,216.26,1379.509,1147.427,1341.495,,,184.975,205.055,7.275,63.37,4.022,12.805,,0.0,63.37,0.0,0.0,272.446,,1.281,2492.377,9.03,91.219,161.055,1944.62,2273.519,239.737,75.264,1663728000000.0,2.67,18.894,4.546,15.4,96.905,8.505,113.294,96.905,113.294,23.26,16.03,8.257,24.319,176.027,74.088,205.799,24.736,67.391,78.79,11.039,8.781,18.611,187.199,218.86,,,1.476,-33.818,0.524,-5.708,11.171,4.702,13.061,4.7,8.317,31.324,51.272,667.773,14.971,780.716,400.642,468.404,,0.0,,0.0,0.0,0.0,,0.0,0.0,318.526,855334656.0,2131.817,74.088,23.26,16.03,8.257,24.319,176.027,205.799,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IND,India,1990,7.734,88.739,19.63,19.023,-0.807,-3.233,7.345,156.582,,,,0.0,,0.0,0.0,,66.594,8.143,55.761,96.084,1276.025,219.441,1461.192,1236.167,1415.548,,,191.633,214.903,9.958,66.397,6.395,13.312,,0.038,66.465,0.0,0.03,287.763,,1.307,2620.471,7.271,91.156,141.392,2086.012,2388.716,246.088,74.681,1750993000000.0,3.46,19.63,5.066,19.023,115.927,11.403,132.75,115.927,132.75,23.074,4.777,8.06,8.409,184.436,76.032,211.2,25.319,72.86,83.433,8.114,8.844,15.19,202.389,231.757,,,2.222,59.011,0.776,6.592,17.764,7.323,20.341,4.626,3.936,30.329,26.286,694.058,15.244,794.774,397.409,455.077,,0.043,,0.005,0.104,0.104,,0.013,0.12,329.52,873277824.0,2288.399,76.11,23.097,4.884,8.068,8.598,184.625,211.416,0.0,,0.0,0.0,0.0,0.0,0.0,0.011,,0.004,0.084,0.084,0.035,0.096
IND,India,1991,6.929,85.658,11.37,13.181,-5.827,-23.155,5.49,125.634,,,,0.0,0.0,0.0,0.0,,66.816,6.415,56.249,81.853,1357.878,240.238,1523.527,1321.824,1483.074,,,214.118,240.917,13.355,73.919,5.414,13.444,,0.095,74.127,0.0,0.113,320.458,,1.37,2708.522,5.133,90.847,107.076,2193.089,2460.624,270.307,75.179,1762411487335.0,4.167,11.37,5.348,13.181,129.108,14.984,144.858,129.108,144.858,23.067,11.329,8.506,20.894,205.33,82.936,230.379,24.821,79.541,89.244,9.169,9.153,18.558,220.946,247.9,,,1.689,-15.342,0.623,-2.725,15.038,6.074,16.873,4.195,1.735,29.25,12.043,706.101,15.084,792.239,374.253,419.909,,0.107,152.941,0.011,0.16,0.264,,0.03,0.296,359.55,891273216.0,2414.033,83.17,23.132,11.528,8.53,21.283,205.908,231.027,0.0,,0.0,0.0,0.0,0.0,0.0,0.035,272.603,0.013,0.229,0.314,0.127,0.352
IND,India,1992,5.543,73.274,11.803,15.239,-9.304,-34.82,5.209,125.736,,,,0.0,0.0,0.0,0.0,,68.044,5.919,56.629,80.379,1438.257,252.293,1581.707,1395.098,1534.244,,,229.412,260.481,16.258,70.061,6.404,14.811,,0.119,70.269,0.0,0.088,337.153,,1.379,2793.082,6.097,91.614,133.703,2326.792,2558.863,286.461,77.259,1842360478877.0,4.822,11.803,5.683,15.239,144.347,17.88,158.744,144.347,158.744,20.78,-5.219,7.663,-10.717,194.613,77.049,214.024,22.741,76.672,84.32,-3.606,8.386,-7.968,212.979,234.221,,,1.899,18.286,0.7,2.75,17.788,7.042,19.562,4.393,5.394,29.301,38.086,744.187,16.288,818.411,339.433,373.288,,0.131,25.581,0.013,0.068,0.332,,0.035,0.365,370.781,909307008.0,2539.769,77.277,20.842,-5.205,7.685,-10.717,195.191,214.659,0.0,,0.0,0.0,0.0,0.0,0.0,0.026,-21.646,0.01,-0.068,0.246,0.097,0.27
IND,India,1993,3.317,46.271,1.61,2.324,-4.492,-15.247,2.493,63.31,,,,0.0,0.0,0.0,0.0,,69.796,3.572,57.226,51.369,1489.625,272.572,1606.233,1441.369,1554.198,,,252.784,284.87,17.878,70.732,6.227,14.208,,0.252,71.079,0.0,0.095,362.176,,1.347,2806.845,2.645,91.751,61.549,2388.341,2575.297,307.169,78.655,1931870520299.0,4.936,1.61,5.635,2.324,146.671,19.277,158.152,146.671,158.152,19.53,0.959,7.548,1.866,196.479,76.269,211.859,21.345,77.306,83.358,0.827,8.249,1.761,214.74,231.549,,,1.719,-2.761,0.664,-0.491,17.297,6.714,18.651,3.923,1.056,28.891,7.856,752.043,15.32,810.912,324.186,349.563,,0.272,111.111,0.027,0.368,0.7,,0.07,0.755,390.527,927403904.0,2603.079,76.643,19.626,1.154,7.585,2.252,197.443,212.898,0.0,,0.0,0.0,0.0,0.0,0.0,0.026,7.121,0.01,0.018,0.263,0.102,0.284
IND,India,1994,1.715,24.726,8.112,11.898,16.154,52.37,5.347,139.18,,,,0.0,0.0,0.0,0.0,,68.204,3.2,56.059,47.662,1537.287,279.831,1625.725,1466.095,1550.436,,,264.609,302.238,21.882,80.212,4.945,15.747,,0.38,80.784,0.0,0.191,387.967,,1.345,2900.015,4.848,91.316,115.784,2504.125,2648.181,319.625,77.903,2039524753445.0,5.64,8.112,5.782,11.898,158.569,23.141,167.691,158.569,167.691,20.675,13.402,8.125,26.332,222.812,84.827,235.629,22.097,85.729,90.661,10.895,8.684,23.396,238.136,251.836,,,1.275,-20.582,0.501,-3.56,13.737,5.23,14.527,4.059,7.476,29.474,56.224,808.267,16.653,854.765,376.556,398.219,,0.402,50.877,0.039,0.356,1.056,,0.098,1.117,410.286,945601792.0,2742.259,85.431,20.822,13.653,8.183,26.957,224.399,237.308,0.0,,0.0,0.0,0.0,0.0,0.0,0.049,101.836,0.019,0.268,0.531,0.202,0.562
IND,India,1995,5.58,81.808,14.006,22.209,13.185,49.648,7.529,206.475,,,,0.0,0.0,0.0,0.0,,69.365,6.136,55.333,94.326,1631.613,307.382,1692.682,1547.903,1605.838,,,296.292,342.552,29.434,75.921,7.615,16.826,,0.564,76.982,0.001,0.496,427.149,,1.358,3059.099,8.371,92.031,209.621,2713.746,2815.315,355.373,80.195,2171040967817.0,6.891,14.006,6.131,22.209,180.778,30.536,187.545,180.778,187.544,17.774,-5.35,7.152,-11.92,210.891,78.762,218.785,19.805,84.597,87.763,-1.321,7.969,-3.145,234.991,243.786,,,1.783,53.977,0.717,7.415,21.152,7.9,21.943,3.939,11.517,30.567,93.085,901.352,17.456,935.088,426.205,442.156,,0.585,48.256,0.053,0.51,1.566,,0.132,1.625,443.136,963922560.0,2948.734,79.863,18.022,-4.706,7.252,-10.56,213.839,221.843,0.0,,0.0,0.003,0.003,0.001,0.003,0.116,159.551,0.047,0.848,1.379,0.515,1.431
IND,India,1996,7.174,111.051,9.149,16.539,-5.04,-21.481,4.054,119.547,,,,0.0,0.0,0.0,0.0,,70.449,2.873,54.704,46.869,1678.483,317.839,1708.615,1658.954,1688.735,,,312.234,364.106,32.024,69.058,8.401,19.848,,0.756,70.698,0.006,0.878,443.205,,1.32,3123.361,4.968,92.839,134.818,2848.563,2899.699,370.642,82.153,2323733022674.0,7.226,9.149,6.431,16.539,197.317,32.599,200.859,197.317,200.859,15.581,-9.04,6.252,-19.065,191.827,70.297,195.27,17.847,79.099,80.519,-6.498,7.161,-15.27,219.721,223.665,,,1.896,10.331,0.761,2.185,23.337,8.552,23.756,4.478,7.923,31.704,71.41,972.761,20.204,990.224,404.724,411.989,,0.77,34.118,0.068,0.534,2.1,,0.171,2.138,451.162,982365248.0,3068.282,71.967,15.952,-8.163,6.4,-17.456,196.384,199.909,0.001,500.0,0.001,0.014,0.017,0.006,0.017,0.198,76.925,0.08,1.061,2.44,0.894,2.484
IND,India,1997,3.312,54.951,8.722,17.209,2.256,9.13,5.539,169.959,,,,0.0,0.0,0.0,0.0,,69.45,4.58,54.207,76.88,1755.363,325.534,1753.786,1713.905,1712.364,,,325.827,386.895,40.179,70.211,10.072,20.889,,0.982,72.187,0.006,0.988,469.154,,1.348,3235.329,5.658,92.944,161.184,3009.747,3007.041,386.547,82.467,2403114128313.0,8.564,8.722,6.625,17.209,214.526,40.143,214.334,214.526,214.333,14.965,1.67,6.023,3.204,195.031,70.148,194.855,17.533,82.259,82.185,3.994,7.056,8.775,228.496,228.291,,,2.147,19.884,0.864,4.64,27.977,10.063,27.952,4.452,6.897,32.112,67.094,1039.856,20.87,1038.922,413.854,413.481,,0.981,29.825,0.084,0.626,2.727,,0.209,2.724,468.732,1000899968.0,3238.241,72.122,15.387,2.106,6.192,4.135,200.519,200.339,0.001,0.0,0.001,0.0,0.017,0.006,0.017,0.211,12.48,0.085,0.305,2.744,0.987,2.742
